SNO,CropType,Temp,SoilMoisture,Irrigate
5528,Banana,24.3,198,0
5529,Maize,30.1,424,0
5530,Millet,34.9,319,1
5531,Maize,29.9,517,0
5532,Rice,28.1,686,0
5533,Banana,34.3,212,1
5534,Banana,32.0,194,1
5535,Maize,34.0,485,0
5536,Rice,27.5,203,0
5537,Tomato,34.8,447,0
5538,Maize,32.4,808,0
5539,Tomato,27.0,783,0
5540,Millet,32.5,624,0
5541,Banana,31.5,848,0
5542,Cotton,27.3,633,0
5543,Cotton,32.5,825,0
5544,Millet,29.7,223,0
5545,Millet,26.8,592,0
5546,Millet,31.6,758,0
5547,Cotton,35.0,634,0
5548,Millet,27.4,474,0
5549,Cotton,33.6,587,0
5550,Tomato,30.6,191,1
5551,Millet,24.5,739,0
5552,Tomato,27.4,834,0
5553,Tomato,32.5,540,0
5554,Banana,31.8,611,0
5555,Rice,34.4,195,1
5556,Tomato,30.3,740,0
5557,Cotton,30.3,295,1
5558,Tomato,33.0,283,1
5559,Tomato,30.7,706,0
5560,Tomato,26.9,292,0
5561,Tomato,34.3,470,0
5562,Rice,24.2,262,0
5563,Tomato,31.0,812,0
5564,Cotton,33.5,384,0
5565,Rice,31.0,415,0
5566,Maize,26.0,320,0
5567,Rice,34.3,283,1
5568,Tomato,28.0,195,1
5569,Tomato,28.4,210,1
5570,Maize,33.6,352,1
5571,Tomato,25.7,508,0
5572,Banana,33.2,292,1
5573,Maize,28.6,616,0
5574,Banana,32.8,264,1
5575,Millet,26.3,709,0
5576,Cotton,28.8,306,0
5577,Banana,32.6,263,1
5578,Maize,29.6,575,0
5579,Tomato,27.8,480,0
5580,Tomato,30.7,375,0
5581,Banana,27.5,606,0
5582,Maize,24.2,718,0
5583,Cotton,25.2,340,0
5584,Maize,33.2,568,0
5585,Rice,28.4,663,0
5586,Rice,28.1,220,1
5587,Banana,26.1,168,1
5588,Maize,31.1,807,0
5589,Tomato,34.1,516,0
5590,Rice,30.5,609,0
5591,Cotton,27.4,704,0
5592,Maize,33.9,727,0
5593,Tomato,31.1,163,1
5594,Banana,32.6,637,0
5595,Banana,26.9,150,1
5596,Rice,30.6,768,0
5597,Banana,30.0,492,0
5598,Maize,26.4,341,0
5599,Cotton,31.7,592,0
5600,Banana,30.3,459,0
5601,Millet,32.2,579,0
5602,Cotton,34.7,531,0
5603,Rice,26.7,350,0
5604,Millet,24.9,459,0
5605,Tomato,24.0,706,0
5606,Maize,24.8,322,0
5607,Banana,25.2,505,0
5608,Cotton,25.6,522,0
5609,Cotton,31.4,522,0
5610,Banana,30.9,822,0
5611,Maize,26.0,179,0
5612,Cotton,32.5,456,0
5613,Tomato,28.8,703,0
5614,Millet,33.9,737,0
5615,Rice,29.2,793,0
5616,Maize,29.4,206,1
5617,Rice,31.1,585,0
5618,Tomato,26.0,486,0
5619,Rice,26.7,280,0
5620,Banana,34.7,707,0
5621,Banana,31.1,229,1
5622,Millet,28.7,710,0
5623,Banana,32.1,436,1
5624,Cotton,34.7,791,0
5625,Rice,33.5,816,0
5626,Cotton,26.8,263,0
5627,Rice,33.8,278,1
5628,Maize,30.5,246,1
5629,Maize,25.7,308,0
5630,Banana,33.4,757,0
5631,Maize,25.3,623,0
5632,Tomato,29.2,753,0
5633,Tomato,25.7,410,0
5634,Tomato,28.4,663,0
5635,Rice,29.0,174,1
5636,Tomato,25.2,506,0
5637,Rice,32.0,239,1
5638,Banana,31.5,781,0
5639,Banana,25.0,734,0
5640,Cotton,24.5,229,0
5641,Cotton,28.6,796,0
5642,Banana,27.1,494,0
5643,Cotton,29.0,396,0
5644,Cotton,31.4,770,0
5645,Cotton,24.6,205,0
5646,Maize,25.2,592,0
5647,Tomato,34.0,467,0
5648,Banana,32.9,620,0
5649,Banana,30.9,705,0
5650,Rice,27.9,168,0
5651,Tomato,25.9,370,0
5652,Rice,26.0,557,0
5653,Maize,31.8,392,1
5654,Banana,26.2,706,0
5655,Tomato,34.5,178,1
5656,Tomato,25.9,444,0
5657,Cotton,34.5,635,0
5658,Rice,29.4,726,0
5659,Rice,25.0,560,0
5660,Tomato,31.1,802,0
5661,Millet,33.6,788,0
5662,Millet,31.9,155,1
5663,Tomato,32.9,618,0
5664,Tomato,31.2,758,0
5665,Cotton,28.5,840,0
5666,Millet,26.6,544,0
5667,Banana,27.6,433,1
5668,Rice,27.7,521,0
5669,Tomato,27.1,455,0
5670,Banana,29.7,267,1
5671,Millet,24.8,574,0
5672,Rice,27.1,369,0
5673,Banana,29.7,152,1
5674,Millet,26.0,773,0
5675,Tomato,25.1,564,0
5676,Tomato,30.0,238,1
5677,Millet,30.8,439,0
5678,Banana,28.2,681,0
5679,Cotton,34.0,320,1
5680,Maize,25.6,634,0
5681,Rice,31.0,459,0
5682,Rice,27.8,767,0
5683,Rice,24.6,409,0
5684,Millet,29.9,689,0
5685,Cotton,26.5,369,0
5686,Banana,27.7,262,1
5687,Maize,32.2,850,0
5688,Tomato,28.0,319,0
5689,Banana,31.4,282,1
5690,Banana,25.2,365,0
5691,Maize,26.2,570,0
5692,Tomato,31.8,589,0
5693,Millet,31.4,356,0
5694,Maize,29.6,688,0
5695,Cotton,31.5,411,0
5696,Rice,26.5,620,0
5697,Cotton,24.6,420,0
5698,Tomato,28.6,531,0
5699,Millet,32.9,201,1
5700,Maize,25.3,187,0
5701,Millet,32.6,435,0
5702,Millet,24.4,291,0
5703,Maize,26.6,433,0
5704,Maize,34.1,276,1
5705,Banana,26.1,538,0
5706,Millet,31.9,395,0
5707,Rice,24.6,565,0
5708,Banana,32.1,159,1
5709,Tomato,24.6,647,0
5710,Cotton,31.8,293,1
5711,Millet,30.9,352,0
5712,Banana,27.3,630,0
5713,Rice,25.0,692,0
5714,Rice,30.5,362,1
5715,Millet,30.5,463,0
5716,Banana,26.2,298,1
5717,Cotton,33.4,733,0
5718,Maize,31.7,751,0
5719,Millet,29.7,168,0
5720,Tomato,32.6,764,0
5721,Rice,25.8,747,0
5722,Tomato,26.3,608,0
5723,Cotton,26.6,520,0
5724,Maize,33.0,795,0
5725,Tomato,34.2,562,0
5726,Banana,27.7,714,0
5727,Maize,32.6,789,0
5728,Rice,30.8,194,1
5729,Rice,28.4,530,0
5730,Banana,33.5,223,1
5731,Maize,28.0,562,0
5732,Rice,25.5,644,0
5733,Millet,24.0,630,0
5734,Maize,30.1,328,1
5735,Rice,25.2,405,0
5736,Rice,33.7,728,0
5737,Cotton,31.9,639,0
5738,Tomato,33.2,707,0
5739,Millet,28.0,798,0
5740,Maize,24.8,257,0
5741,Banana,33.3,427,1
5742,Millet,34.7,358,0
5743,Maize,26.2,383,0
5744,Tomato,32.4,633,0
5745,Millet,27.0,568,0
5746,Millet,33.0,307,1
5747,Maize,32.4,299,1
5748,Banana,30.2,714,0
5749,Millet,28.6,155,0
5750,Rice,25.7,338,0
5751,Cotton,31.3,537,0
5752,Banana,24.3,164,0
5753,Cotton,29.7,654,0
5754,Millet,30.7,833,0
5755,Banana,27.4,697,0
5756,Millet,28.3,440,0
5757,Rice,32.7,658,0
5758,Cotton,25.8,672,0
5759,Cotton,34.9,310,1
5760,Cotton,31.7,290,1
5761,Rice,29.7,699,0
5762,Millet,27.5,563,0
5763,Rice,26.2,164,0
5764,Rice,29.6,660,0
5765,Millet,30.9,339,1
5766,Tomato,31.3,806,0
5767,Tomato,34.8,406,0
5768,Tomato,25.7,352,0
5769,Banana,25.5,751,0
5770,Maize,31.5,490,0
5771,Tomato,30.5,469,0
5772,Cotton,31.9,847,0
5773,Banana,31.2,244,1
5774,Maize,27.4,384,0
5775,Banana,27.8,585,0
5776,Banana,32.0,632,0
5777,Millet,29.8,382,0
5778,Tomato,29.7,626,0
5779,Tomato,25.6,417,0
5780,Banana,24.4,721,0
5781,Tomato,33.6,408,0
5782,Rice,29.1,540,0
5783,Rice,30.0,406,0
5784,Banana,28.8,527,0
5785,Rice,26.2,618,0
5786,Millet,26.0,308,0
5787,Banana,28.1,795,0
5788,Cotton,30.0,616,0
5789,Millet,28.4,693,0
5790,Rice,33.5,504,0
5791,Banana,34.1,258,1
5792,Rice,30.2,238,1
5793,Millet,29.7,485,0
5794,Millet,26.8,173,0
5795,Rice,27.7,760,0
5796,Cotton,30.1,772,0
5797,Banana,25.0,563,0
5798,Cotton,34.3,192,1
5799,Cotton,27.6,414,0
5800,Cotton,30.1,648,0
5801,Banana,27.4,176,1
5802,Millet,32.2,750,0
5803,Maize,33.1,277,1
5804,Cotton,29.8,412,0
5805,Cotton,24.6,558,0
5806,Banana,25.7,170,0
5807,Rice,34.7,378,1
5808,Tomato,26.6,631,0
5809,Cotton,32.0,498,0
5810,Rice,25.9,436,0
5811,Banana,32.3,383,1
5812,Cotton,29.5,511,0
5813,Tomato,25.1,747,0
5814,Cotton,25.8,272,0
5815,Banana,27.8,523,0
5816,Cotton,24.1,301,0
5817,Rice,34.8,184,1
5818,Tomato,32.7,217,1
5819,Rice,33.9,663,0
5820,Millet,27.3,618,0
5821,Tomato,31.3,837,0
5822,Banana,29.0,639,0
5823,Maize,31.8,155,1
5824,Maize,31.0,426,0
5825,Cotton,28.9,243,0
5826,Tomato,24.3,684,0
5827,Tomato,27.4,630,0
5828,Banana,24.0,805,0
5829,Tomato,34.9,481,0
5830,Tomato,34.0,735,0
5831,Millet,31.0,487,0
5832,Cotton,32.4,750,0
5833,Cotton,33.3,473,0
5834,Cotton,32.9,356,0
5835,Cotton,34.1,468,0
5836,Banana,28.2,293,1
5837,Rice,26.8,378,0
5838,Tomato,30.9,313,0
5839,Maize,34.9,282,1
5840,Tomato,30.3,493,0
5841,Tomato,34.1,786,0
5842,Rice,32.4,202,1
5843,Banana,30.0,338,1
5844,Banana,28.9,800,0
5845,Cotton,24.9,436,0
5846,Cotton,29.2,684,0
5847,Cotton,32.8,323,1
5848,Millet,30.4,612,0
5849,Tomato,30.5,302,0
5850,Maize,32.2,584,0
5851,Cotton,27.9,171,0
5852,Maize,33.3,166,1
5853,Cotton,27.9,365,0
5854,Banana,33.2,833,0
5855,Millet,32.1,676,0
5856,Maize,33.5,824,0
5857,Rice,30.0,244,1
5858,Maize,27.6,388,0
5859,Tomato,33.3,462,0
5860,Tomato,28.7,466,0
5861,Rice,27.8,796,0
5862,Millet,27.3,596,0
5863,Cotton,33.9,617,0
5864,Cotton,33.4,805,0
5865,Millet,27.5,251,0
5866,Millet,28.1,788,0
5867,Tomato,25.5,849,0
5868,Cotton,28.5,441,0
5869,Cotton,28.7,662,0
5870,Cotton,24.3,481,0
5871,Tomato,33.4,384,0
5872,Rice,30.1,530,0
5873,Millet,33.8,164,1
5874,Tomato,34.5,196,1
5875,Banana,29.9,424,1
5876,Rice,33.9,377,1
5877,Tomato,26.2,221,0
5878,Millet,31.8,568,0
5879,Cotton,26.8,200,0
5880,Maize,31.4,652,0
5881,Rice,25.7,549,0
5882,Millet,30.3,743,0
5883,Cotton,34.8,375,0
5884,Tomato,24.1,711,0
5885,Maize,29.0,312,1
5886,Rice,26.4,815,0
5887,Banana,33.0,484,0
5888,Rice,31.0,549,0
5889,Rice,24.8,707,0
5890,Maize,25.9,750,0
5891,Maize,24.2,275,0
5892,Cotton,33.8,431,0
5893,Banana,24.2,401,0
5894,Millet,33.4,726,0
5895,Millet,29.0,167,0
5896,Cotton,25.7,510,0
5897,Millet,25.3,363,0
5898,Tomato,31.1,716,0
5899,Tomato,25.3,745,0
5900,Cotton,30.1,789,0
5901,Banana,33.2,420,1
5902,Maize,34.9,151,1
5903,Tomato,31.9,381,0
5904,Tomato,28.1,353,0
5905,Banana,29.2,203,1
5906,Rice,25.7,702,0
5907,Rice,29.7,283,1
5908,Millet,25.0,245,0
5909,Tomato,27.8,317,0
5910,Banana,31.5,726,0
5911,Rice,28.5,846,0
5912,Rice,27.2,291,0
5913,Cotton,25.7,179,0
5914,Rice,26.7,406,0
5915,Rice,33.1,236,1
5916,Maize,25.3,640,0
5917,Rice,31.5,745,0
5918,Maize,25.8,238,0
5919,Banana,32.4,608,0
5920,Rice,32.6,368,1
5921,Tomato,31.6,468,0
5922,Rice,34.0,843,0
5923,Maize,30.7,345,1
5924,Cotton,24.1,187,0
5925,Cotton,25.6,381,0
5926,Tomato,26.7,372,0
5927,Maize,32.3,807,0
5928,Banana,29.2,698,0
5929,Tomato,25.0,358,0
5930,Cotton,26.0,663,0
5931,Cotton,34.0,783,0
5932,Maize,32.5,705,0
5933,Tomato,30.1,553,0
5934,Cotton,29.2,569,0
5935,Maize,30.1,404,0
5936,Tomato,29.3,151,1
5937,Tomato,28.6,467,0
5938,Tomato,24.7,847,0
5939,Tomato,28.0,286,1
5940,Rice,29.7,285,1
5941,Cotton,33.0,638,0
5942,Maize,27.8,527,0
5943,Tomato,29.7,430,0
5944,Millet,32.9,645,0
5945,Rice,28.3,282,1
5946,Tomato,28.1,513,0
5947,Maize,26.0,569,0
5948,Cotton,27.5,222,0
5949,Cotton,28.8,580,0
5950,Banana,35.0,226,1
5951,Banana,28.7,555,0
5952,Cotton,25.1,834,0
5953,Maize,33.6,207,1
5954,Millet,24.5,495,0
5955,Millet,32.6,300,1
5956,Cotton,33.2,473,0
5957,Maize,24.4,500,0
5958,Banana,31.3,468,0
5959,Maize,25.7,161,0
5960,Maize,34.9,456,0
5961,Rice,27.7,457,0
5962,Millet,24.3,610,0
5963,Banana,24.2,506,0
5964,Banana,27.0,692,0
5965,Maize,25.3,288,0
5966,Banana,24.7,525,0
5967,Cotton,33.2,286,1
5968,Rice,26.5,305,0
5969,Rice,33.4,672,0
5970,Rice,26.7,182,0
5971,Millet,27.2,439,0
5972,Millet,31.0,350,0
5973,Banana,28.7,166,1
5974,Rice,24.1,332,0
5975,Maize,29.1,804,0
5976,Banana,26.4,718,0
5977,Tomato,32.7,628,0
5978,Millet,25.2,650,0
5979,Millet,24.6,508,0
5980,Cotton,31.7,340,1
5981,Millet,31.5,755,0
5982,Cotton,33.8,202,1
5983,Banana,27.7,295,1
5984,Cotton,27.1,431,0
5985,Banana,25.2,507,0
5986,Cotton,29.8,574,0
5987,Maize,29.2,689,0
5988,Tomato,27.8,228,1
5989,Maize,27.0,849,0
5990,Maize,33.6,636,0
5991,Banana,27.3,657,0
5992,Rice,34.7,540,0
5993,Millet,30.7,224,1
5994,Maize,26.4,295,0
5995,Millet,28.0,705,0
5996,Maize,27.3,670,0
5997,Rice,25.9,386,0
5998,Cotton,28.5,589,0
5999,Tomato,31.1,245,1
6000,Banana,27.8,529,0
